Order_ID,Ship_Mode,Ship_Date,Ship_id
59271,REGULAR AIR,2011-04-27,5910
59680,REGULAR AIR,2012-06-19,5911
97,REGULAR AIR,2010-01-29,5912
323,REGULAR AIR,2009-03-27,5913
1095,REGULAR AIR,2011-08-23,5914
2562,REGULAR AIR,2012-08-03,5915
2562,REGULAR AIR,2012-08-02,5916
2562,EXPRESS AIR,2012-08-01,5917
4099,REGULAR AIR,2012-08-21,5918
4099,REGULAR AIR,2012-08-23,5919
4099,REGULAR AIR,2012-08-22,5920
5509,REGULAR AIR,2009-04-12,5921
5509,REGULAR AIR,2009-04-14,5922
8132,EXPRESS AIR,2009-05-14,5923
8132,REGULAR AIR,2009-05-21,5924
8868,REGULAR AIR,2009-02-06,5925
8868,REGULAR AIR,2009-02-01,5926
10213,REGULAR AIR,2011-02-19,5927
10884,REGULAR AIR,2009-12-02,5928
11843,DELIVERY TRUCK,2009-07-19,5929
11843,REGULAR AIR,2009-07-19,5930
12099,EXPRESS AIR,2009-09-11,5931
12099,REGULAR AIR,2009-09-13,5932
12418,REGULAR AIR,2012-02-20,5933
13923,REGULAR AIR,2012-07-10,5934
13923,REGULAR AIR,2012-07-09,5935
13923,DELIVERY TRUCK,2012-07-10,5936
14439,REGULAR AIR,2012-08-31,5937
16643,REGULAR AIR,2010-04-15,5938
16807,REGULAR AIR,2012-01-16,5939
16807,REGULAR AIR,2012-01-17,5940
16864,DELIVERY TRUCK,2012-10-29,5941
18147,REGULAR AIR,2009-07-18,5942
18918,REGULAR AIR,2012-10-28,5943
18919,REGULAR AIR,2009-07-03,5944
19104,REGULAR AIR,2010-08-12,5945
19207,REGULAR AIR,2012-03-17,5946
19207,REGULAR AIR,2012-03-16,5947
19840,DELIVERY TRUCK,2010-05-27,5948
19943,DELIVERY TRUCK,2009-11-25,5949
20002,REGULAR AIR,2012-08-13,5950
20066,REGULAR AIR,2012-09-03,5951
20066,REGULAR AIR,2012-09-04,5952
20615,EXPRESS AIR,2012-04-16,5953
20864,REGULAR AIR,2011-12-08,5954
20868,REGULAR AIR,2010-10-16,5955
21541,DELIVERY TRUCK,2009-10-10,5956
22661,REGULAR AIR,2010-09-29,5957
22689,REGULAR AIR,2011-10-11,5958
23361,REGULAR AIR,2010-07-04,5959
23361,REGULAR AIR,2010-07-03,5960
23396,DELIVERY TRUCK,2010-06-20,5961
23427,REGULAR AIR,2011-08-15,5962
23427,REGULAR AIR,2011-08-17,5963
23751,DELIVERY TRUCK,2009-03-19,5964
23943,REGULAR AIR,2011-06-25,5965
24608,REGULAR AIR,2012-08-15,5966
25507,REGULAR AIR,2009-08-06,5967
25509,REGULAR AIR,2009-05-24,5968
25952,REGULAR AIR,2010-09-05,5969
26336,REGULAR AIR,2012-05-28,5970
26336,REGULAR AIR,2012-05-27,5971
27558,REGULAR AIR,2011-07-08,5972
27969,DELIVERY TRUCK,2010-06-15,5973
27969,REGULAR AIR,2010-06-12,5974
27969,DELIVERY TRUCK,2010-06-13,5975
29637,REGULAR AIR,2009-05-27,5976
30469,REGULAR AIR,2012-12-27,5977
31460,REGULAR AIR,2012-08-28,5978
31939,REGULAR AIR,2011-06-27,5979
33826,REGULAR AIR,2010-12-23,5980
34151,REGULAR AIR,2011-09-10,5981
34659,REGULAR AIR,2012-11-21,5982
35200,REGULAR AIR,2009-02-07,5983
35456,REGULAR AIR,2012-11-03,5984
35840,REGULAR AIR,2010-05-30,5985
35840,REGULAR AIR,2010-05-31,5986
36069,REGULAR AIR,2009-12-10,5987
36069,REGULAR AIR,2009-12-12,5988
36069,REGULAR AIR,2009-12-07,5989
36640,EXPRESS AIR,2011-11-20,5990
36931,REGULAR AIR,2011-01-19,5991
37543,REGULAR AIR,2012-01-01,5992
39111,REGULAR AIR,2011-07-28,5993
39111,REGULAR AIR,2011-07-27,5994
39139,REGULAR AIR,2010-11-13,5995
39139,DELIVERY TRUCK,2010-11-15,5996
39139,REGULAR AIR,2010-11-15,5997
39490,REGULAR AIR,2012-08-12,5998
39490,DELIVERY TRUCK,2012-08-16,5999
39938,REGULAR AIR,2012-06-11,6000
40098,REGULAR AIR,2012-02-07,6001
40098,REGULAR AIR,2012-02-09,6002
41056,REGULAR AIR,2012-03-29,6003
42115,REGULAR AIR,2012-02-18,6004
42115,REGULAR AIR,2012-02-19,6005
43459,REGULAR AIR,2011-11-08,6006
45476,REGULAR AIR,2012-04-18,6007
45958,REGULAR AIR,2011-05-26,6008
45958,REGULAR AIR,2011-05-27,6009
47591,REGULAR AIR,2012-01-03,6010
49764,EXPRESS AIR,2010-10-07,6011
50118,DELIVERY TRUCK,2010-03-19,6012
50183,EXPRESS AIR,2010-05-25,6013
50786,DELIVERY TRUCK,2009-10-19,6014
50978,REGULAR AIR,2012-04-02,6015
50983,REGULAR AIR,2011-06-29,6016
50983,REGULAR AIR,2011-06-30,6017
52002,DELIVERY TRUCK,2009-06-05,6018
52227,REGULAR AIR,2009-02-15,6019
52261,DELIVERY TRUCK,2011-04-22,6020
52743,REGULAR AIR,2010-07-04,6021
53120,REGULAR AIR,2012-05-19,6022
53920,DELIVERY TRUCK,2009-03-20,6023
54630,REGULAR AIR,2012-08-14,6024
55299,REGULAR AIR,2012-03-30,6025
55520,EXPRESS AIR,2011-05-08,6026
55653,DELIVERY TRUCK,2010-11-27,6027
56577,DELIVERY TRUCK,2011-11-03,6028
56711,REGULAR AIR,2011-02-11,6029
56769,REGULAR AIR,2010-12-01,6030
57440,EXPRESS AIR,2010-07-30,6031
57889,REGULAR AIR,2010-04-11,6032
58564,REGULAR AIR,2012-11-13,6033
59072,EXPRESS AIR,2009-05-27,6034
59072,REGULAR AIR,2009-05-26,6035
59072,REGULAR AIR,2009-05-27,6036
59652,REGULAR AIR,2011-01-29,6037
59783,REGULAR AIR,2010-08-24,6038
195,REGULAR AIR,2010-12-29,6039
224,REGULAR AIR,2009-06-18,6040
263,REGULAR AIR,2009-05-17,6041
353,REGULAR AIR,2011-04-01,6042
417,DELIVERY TRUCK,2009-02-06,6043
417,REGULAR AIR,2009-02-07,6044
448,REGULAR AIR,2011-08-22,6045
871,REGULAR AIR,2011-11-14,6046
929,REGULAR AIR,2012-10-04,6047
929,REGULAR AIR,2012-10-03,6048
967,REGULAR AIR,2012-06-22,6049
967,REGULAR AIR,2012-06-21,6050
967,DELIVERY TRUCK,2012-06-23,6051
1411,REGULAR AIR,2009-12-22,6052
1575,REGULAR AIR,2011-09-14,6053
1637,EXPRESS AIR,2011-02-07,6054
1637,REGULAR AIR,2011-02-07,6055
1637,REGULAR AIR,2011-02-09,6056
1888,DELIVERY TRUCK,2010-10-30,6057
1888,REGULAR AIR,2010-10-31,6058
2052,REGULAR AIR,2012-04-14,6059
2055,REGULAR AIR,2010-09-05,6060
2309,REGULAR AIR,2011-09-05,6061
2341,REGULAR AIR,2010-06-05,6062
2436,EXPRESS AIR,2011-09-13,6063
2500,REGULAR AIR,2012-08-16,6064
2535,REGULAR AIR,2010-05-26,6065
2658,REGULAR AIR,2011-09-23,6066
2658,EXPRESS AIR,2011-09-22,6067
2725,EXPRESS AIR,2009-05-21,6068
2756,REGULAR AIR,2009-04-18,6069
2756,REGULAR AIR,2009-04-17,6070
2853,EXPRESS AIR,2009-05-07,6071
2914,REGULAR AIR,2010-03-03,6072
2978,REGULAR AIR,2011-05-04,6073
3008,REGULAR AIR,2011-11-08,6074
3042,REGULAR AIR,2009-11-21,6075
3078,REGULAR AIR,2010-02-12,6076
3175,REGULAR AIR,2009-07-16,6077
3300,REGULAR AIR,2011-07-19,6078
3328,DELIVERY TRUCK,2012-11-25,6079
3525,REGULAR AIR,2011-12-23,6080
3526,REGULAR AIR,2011-03-17,6081
3621,REGULAR AIR,2010-05-06,6082
3649,REGULAR AIR,2009-07-10,6083
3649,REGULAR AIR,2009-07-14,6084
3814,EXPRESS AIR,2011-02-27,6085
3911,REGULAR AIR,2011-03-16,6086
4134,DELIVERY TRUCK,2011-01-13,6087
4134,REGULAR AIR,2011-01-11,6088
4230,REGULAR AIR,2012-03-04,6089
4230,EXPRESS AIR,2012-03-05,6090
4324,REGULAR AIR,2011-07-18,6091
4581,REGULAR AIR,2012-09-05,6092
4706,REGULAR AIR,2012-12-30,6093
4738,REGULAR AIR,2012-04-08,6094
4771,DELIVERY TRUCK,2012-12-15,6095
4804,REGULAR AIR,2012-01-28,6096
4870,DELIVERY TRUCK,2009-08-06,6097
4931,REGULAR AIR,2009-11-16,6098
4931,REGULAR AIR,2009-11-18,6099
5094,REGULAR AIR,2010-03-30,6100
5188,REGULAR AIR,2011-03-04,6101
5189,REGULAR AIR,2010-12-02,6102
5408,REGULAR AIR,2012-07-27,6103
5408,REGULAR AIR,2012-07-29,6104
5472,REGULAR AIR,2010-04-12,6105
5472,REGULAR AIR,2010-04-14,6106
5702,REGULAR AIR,2010-09-08,6107
5958,REGULAR AIR,2011-09-17,6108
5958,DELIVERY TRUCK,2011-09-15,6109
5984,REGULAR AIR,2009-06-22,6110
5984,REGULAR AIR,2009-06-19,6111
5989,REGULAR AIR,2011-10-16,6112
5989,REGULAR AIR,2011-10-15,6113
5990,REGULAR AIR,2010-04-08,6114
6054,EXPRESS AIR,2011-09-10,6115
6054,EXPRESS AIR,2011-09-13,6116
6531,REGULAR AIR,2010-07-19,6117
6564,REGULAR AIR,2011-01-21,6118
6566,REGULAR AIR,2011-05-21,6119
6693,REGULAR AIR,2012-05-26,6120
6753,REGULAR AIR,2010-09-28,6121
6788,EXPRESS AIR,2011-08-06,6122
6788,REGULAR AIR,2011-08-05,6123
6880,REGULAR AIR,2009-05-27,6124
6886,REGULAR AIR,2012-01-20,6125
7042,DELIVERY TRUCK,2012-01-10,6126
7043,REGULAR AIR,2009-01-26,6127
7174,REGULAR AIR,2012-03-12,6128
7812,REGULAR AIR,2011-04-27,6129
7812,DELIVERY TRUCK,2011-04-22,6130
7840,REGULAR AIR,2011-01-12,6131
7938,DELIVERY TRUCK,2010-03-15,6132
8001,REGULAR AIR,2010-11-21,6133
8101,DELIVERY TRUCK,2010-03-06,6134
8101,REGULAR AIR,2010-03-06,6135
8161,REGULAR AIR,2009-06-05,6136
8320,EXPRESS AIR,2009-09-21,6137
8325,DELIVERY TRUCK,2009-01-16,6138
8325,REGULAR AIR,2009-01-17,6139
8576,EXPRESS AIR,2009-01-11,6140
8582,REGULAR AIR,2010-11-20,6141
8832,REGULAR AIR,2012-02-06,6142
8901,EXPRESS AIR,2011-08-27,6143
8930,REGULAR AIR,2009-05-21,6144
8999,REGULAR AIR,2009-06-14,6145
9091,REGULAR AIR,2010-11-12,6146
9092,EXPRESS AIR,2009-07-25,6147
9092,REGULAR AIR,2009-07-25,6148
9093,REGULAR AIR,2011-12-09,6149
9251,DELIVERY TRUCK,2010-08-31,6150
9344,REGULAR AIR,2011-12-08,6151
9344,REGULAR AIR,2011-12-06,6152
9824,EXPRESS AIR,2011-01-24,6153
9824,REGULAR AIR,2011-01-24,6154
10052,REGULAR AIR,2009-09-08,6155
10052,REGULAR AIR,2009-09-09,6156
10080,REGULAR AIR,2010-02-19,6157
10117,EXPRESS AIR,2010-11-17,6158
10117,REGULAR AIR,2010-11-18,6159
10146,REGULAR AIR,2009-05-06,6160
10277,REGULAR AIR,2009-04-08,6161
10305,REGULAR AIR,2009-07-12,6162
10339,REGULAR AIR,2011-10-15,6163
10466,REGULAR AIR,2012-12-26,6164
10562,REGULAR AIR,2009-11-12,6165
10563,REGULAR AIR,2010-09-30,6166
10563,REGULAR AIR,2010-10-01,6167
10658,REGULAR AIR,2009-08-31,6168
10658,REGULAR AIR,2009-08-27,6169
10658,REGULAR AIR,2009-09-03,6170
10662,REGULAR AIR,2011-05-21,6171
10948,REGULAR AIR,2012-08-13,6172
11014,REGULAR AIR,2010-09-09,6173
11077,DELIVERY TRUCK,2009-03-24,6174
11174,REGULAR AIR,2009-04-10,6175
11236,REGULAR AIR,2010-10-30,6176
11680,REGULAR AIR,2009-09-06,6177
11682,REGULAR AIR,2010-07-11,6178
11714,DELIVERY TRUCK,2009-08-05,6179
11714,REGULAR AIR,2009-08-05,6180
11748,DELIVERY TRUCK,2009-06-03,6181
11780,REGULAR AIR,2010-09-22,6182
12007,REGULAR AIR,2009-09-29,6183
12039,REGULAR AIR,2010-06-18,6184
12066,REGULAR AIR,2011-02-07,6185
12262,DELIVERY TRUCK,2011-12-15,6186
12486,DELIVERY TRUCK,2011-02-21,6187
12486,REGULAR AIR,2011-02-21,6188
12612,REGULAR AIR,2010-12-21,6189
12612,EXPRESS AIR,2010-12-26,6190
12706,DELIVERY TRUCK,2009-11-21,6191
12708,EXPRESS AIR,2010-01-12,6192
12930,REGULAR AIR,2011-11-25,6193
12965,REGULAR AIR,2010-06-26,6194
13090,REGULAR AIR,2010-07-27,6195
13157,REGULAR AIR,2012-02-12,6196
13218,REGULAR AIR,2009-05-17,6197
13218,REGULAR AIR,2009-05-18,6198
13314,EXPRESS AIR,2009-05-15,6199
13536,REGULAR AIR,2009-08-20,6200
13569,EXPRESS AIR,2011-04-12,6201
13569,REGULAR AIR,2011-04-11,6202
13570,REGULAR AIR,2012-12-03,6203
13570,REGULAR AIR,2012-12-02,6204
13602,DELIVERY TRUCK,2009-01-18,6205
13602,REGULAR AIR,2009-01-13,6206
13668,REGULAR AIR,2012-02-26,6207
13958,REGULAR AIR,2010-02-01,6208
13991,REGULAR AIR,2012-03-08,6209
13991,REGULAR AIR,2012-03-07,6210
14048,REGULAR AIR,2010-05-17,6211
14048,REGULAR AIR,2010-05-19,6212
14311,REGULAR AIR,2009-08-02,6213
14434,DELIVERY TRUCK,2011-02-17,6214
14630,REGULAR AIR,2012-10-16,6215
14851,REGULAR AIR,2012-05-12,6216
14851,REGULAR AIR,2012-05-13,6217
14950,REGULAR AIR,2010-09-26,6218
14981,REGULAR AIR,2010-10-27,6219
14981,DELIVERY TRUCK,2010-10-28,6220
15105,REGULAR AIR,2009-11-10,6221
15111,REGULAR AIR,2009-12-19,6222
15202,EXPRESS AIR,2010-07-11,6223
15206,DELIVERY TRUCK,2010-11-09,6224
15616,EXPRESS AIR,2012-03-24,6225
15616,REGULAR AIR,2012-03-25,6226
15654,DELIVERY TRUCK,2009-10-04,6227
16102,DELIVERY TRUCK,2009-12-15,6228
16229,REGULAR AIR,2009-03-30,6229
16356,EXPRESS AIR,2011-08-03,6230
16481,REGULAR AIR,2011-02-23,6231
16481,DELIVERY TRUCK,2011-02-23,6232
16641,DELIVERY TRUCK,2010-05-11,6233
16642,REGULAR AIR,2011-03-04,6234
16709,REGULAR AIR,2012-10-08,6235
16992,REGULAR AIR,2010-12-13,6236
16995,REGULAR AIR,2010-12-20,6237
17093,DELIVERY TRUCK,2012-02-13,6238
17510,REGULAR AIR,2012-10-31,6239
17542,REGULAR AIR,2010-09-02,6240
17568,REGULAR AIR,2010-10-09,6241
17571,REGULAR AIR,2012-03-16,6242
17571,EXPRESS AIR,2012-03-17,6243
17636,REGULAR AIR,2009-02-08,6244
17669,REGULAR AIR,2009-04-30,6245
17700,REGULAR AIR,2012-10-28,6246
17701,REGULAR AIR,2012-05-22,6247
17799,REGULAR AIR,2012-09-22,6248
18275,REGULAR AIR,2012-01-14,6249
18336,EXPRESS AIR,2009-04-24,6250
18402,DELIVERY TRUCK,2009-09-05,6251
18402,REGULAR AIR,2009-08-29,6252
18466,REGULAR AIR,2012-05-30,6253
18466,EXPRESS AIR,2012-05-21,6254
18530,REGULAR AIR,2010-12-31,6255
18530,REGULAR AIR,2011-01-02,6256
18790,DELIVERY TRUCK,2009-02-13,6257
18819,REGULAR AIR,2009-02-27,6258
18849,REGULAR AIR,2012-08-07,6259
18855,REGULAR AIR,2009-09-18,6260
19040,REGULAR AIR,2011-12-20,6261
19041,REGULAR AIR,2011-07-30,6262
19041,REGULAR AIR,2011-08-04,6263
19047,REGULAR AIR,2009-01-29,6264
19047,REGULAR AIR,2009-01-30,6265
19143,DELIVERY TRUCK,2012-11-05,6266
19264,REGULAR AIR,2011-10-01,6267
19264,REGULAR AIR,2011-09-30,6268
19296,EXPRESS AIR,2010-04-12,6269
19299,REGULAR AIR,2009-03-20,6270
19429,DELIVERY TRUCK,2009-08-24,6271
19430,REGULAR AIR,2010-11-15,6272
19524,REGULAR AIR,2010-01-15,6273
19556,DELIVERY TRUCK,2011-01-16,6274
19556,REGULAR AIR,2011-01-10,6275
19556,REGULAR AIR,2011-01-27,6276
19815,REGULAR AIR,2010-03-28,6277
20096,DELIVERY TRUCK,2012-08-24,6278
20132,DELIVERY TRUCK,2010-05-24,6279
20225,REGULAR AIR,2010-08-02,6280
20325,DELIVERY TRUCK,2010-07-05,6281
20325,REGULAR AIR,2010-07-06,6282
20450,DELIVERY TRUCK,2012-12-10,6283
20519,REGULAR AIR,2009-04-11,6284
20679,REGULAR AIR,2010-08-14,6285
20706,EXPRESS AIR,2009-07-14,6286
20898,REGULAR AIR,2011-11-01,6287
20995,DELIVERY TRUCK,2012-03-28,6288
21159,EXPRESS AIR,2011-06-11,6289
21191,REGULAR AIR,2012-11-14,6290
21286,EXPRESS AIR,2009-05-17,6291
21346,REGULAR AIR,2011-06-07,6292
21475,REGULAR AIR,2011-02-22,6293
21475,DELIVERY TRUCK,2011-02-21,6294
21539,REGULAR AIR,2010-07-10,6295
21539,REGULAR AIR,2010-07-09,6296
21639,REGULAR AIR,2011-02-04,6297
21639,REGULAR AIR,2011-02-03,6298
21639,REGULAR AIR,2011-02-02,6299
21760,REGULAR AIR,2011-01-31,6300
21827,REGULAR AIR,2012-11-11,6301
21827,EXPRESS AIR,2012-11-10,6302
21927,DELIVERY TRUCK,2011-12-11,6303
21988,DELIVERY TRUCK,2010-03-30,6304
22083,EXPRESS AIR,2009-02-19,6305
22402,REGULAR AIR,2009-05-28,6306
22433,REGULAR AIR,2011-03-05,6307
22465,DELIVERY TRUCK,2012-07-22,6308
22466,DELIVERY TRUCK,2012-04-04,6309
22466,REGULAR AIR,2012-04-04,6310
22497,DELIVERY TRUCK,2012-04-29,6311
22627,DELIVERY TRUCK,2010-04-03,6312
22752,REGULAR AIR,2012-12-12,6313
22848,REGULAR AIR,2011-12-11,6314
22848,DELIVERY TRUCK,2011-12-12,6315
22848,REGULAR AIR,2011-12-12,6316
22850,REGULAR AIR,2011-05-01,6317
22912,EXPRESS AIR,2010-10-20,6318
22913,EXPRESS AIR,2010-06-26,6319
22913,DELIVERY TRUCK,2010-06-28,6320
22913,REGULAR AIR,2010-06-26,6321
22914,REGULAR AIR,2012-01-14,6322
23042,REGULAR AIR,2009-04-27,6323
23168,EXPRESS AIR,2010-09-22,6324
23235,REGULAR AIR,2011-07-07,6325
23238,DELIVERY TRUCK,2010-04-02,6326
23297,REGULAR AIR,2012-07-04,6327
23301,REGULAR AIR,2011-04-20,6328
23329,REGULAR AIR,2011-01-19,6329
23329,REGULAR AIR,2010-12-30,6330
23366,REGULAR AIR,2010-11-21,6331
23366,REGULAR AIR,2010-11-19,6332
23395,REGULAR AIR,2012-10-29,6333
23488,REGULAR AIR,2009-01-08,6334
23555,REGULAR AIR,2012-12-12,6335
23617,EXPRESS AIR,2011-05-07,6336
23652,REGULAR AIR,2009-08-30,6337
23680,DELIVERY TRUCK,2010-11-07,6338
23719,REGULAR AIR,2010-07-27,6339
23778,REGULAR AIR,2009-07-17,6340
23808,REGULAR AIR,2009-02-14,6341
23808,REGULAR AIR,2009-02-09,6342
23877,REGULAR AIR,2009-07-12,6343
23877,EXPRESS AIR,2009-07-14,6344
24003,REGULAR AIR,2009-10-31,6345
24548,EXPRESS AIR,2011-03-15,6346
24610,DELIVERY TRUCK,2010-01-20,6347
24677,REGULAR AIR,2012-03-07,6348
25027,DELIVERY TRUCK,2009-12-18,6349
25157,REGULAR AIR,2010-05-27,6350
25378,REGULAR AIR,2011-12-20,6351
25445,REGULAR AIR,2009-05-27,6352
25476,REGULAR AIR,2012-10-04,6353
25476,REGULAR AIR,2012-10-03,6354
25797,REGULAR AIR,2012-09-03,6355
25889,REGULAR AIR,2010-06-10,6356
25986,REGULAR AIR,2012-06-23,6357
26021,REGULAR AIR,2012-09-16,6358
26055,REGULAR AIR,2012-11-26,6359
26274,REGULAR AIR,2012-06-13,6360
26306,DELIVERY TRUCK,2012-11-03,6361
26437,EXPRESS AIR,2011-11-29,6362
26437,REGULAR AIR,2011-11-30,6363
26464,REGULAR AIR,2011-12-11,6364
26464,REGULAR AIR,2011-12-12,6365
26631,REGULAR AIR,2010-11-01,6366
26689,REGULAR AIR,2009-10-02,6367
26786,REGULAR AIR,2010-04-08,6368
26976,REGULAR AIR,2011-05-21,6369
26976,REGULAR AIR,2011-05-22,6370
26976,EXPRESS AIR,2011-05-21,6371
27169,REGULAR AIR,2011-09-12,6372
27363,REGULAR AIR,2011-10-20,6373
27524,REGULAR AIR,2010-02-03,6374
27554,DELIVERY TRUCK,2011-03-12,6375
27712,REGULAR AIR,2010-03-11,6376
27715,REGULAR AIR,2011-09-21,6377
27744,REGULAR AIR,2010-08-04,6378
27745,DELIVERY TRUCK,2010-09-24,6379
27936,DELIVERY TRUCK,2011-07-09,6380
28007,REGULAR AIR,2010-04-09,6381
28129,REGULAR AIR,2012-01-27,6382
28224,REGULAR AIR,2012-12-20,6383
28354,REGULAR AIR,2009-04-01,6384
28387,REGULAR AIR,2012-06-30,6385
28485,REGULAR AIR,2012-01-12,6386
28643,REGULAR AIR,2010-04-28,6387
28737,REGULAR AIR,2011-10-05,6388
28807,EXPRESS AIR,2011-04-01,6389
28832,EXPRESS AIR,2010-09-25,6390
28832,REGULAR AIR,2010-09-26,6391
28933,REGULAR AIR,2009-07-10,6392
29090,REGULAR AIR,2012-01-17,6393
29090,REGULAR AIR,2012-01-16,6394
29221,REGULAR AIR,2012-06-01,6395
29284,DELIVERY TRUCK,2009-04-12,6396
29505,EXPRESS AIR,2012-12-28,6397
29831,DELIVERY TRUCK,2012-03-30,6398
30720,REGULAR AIR,2012-10-04,6399
30720,EXPRESS AIR,2012-10-04,6400
30759,REGULAR AIR,2009-05-10,6401
30848,DELIVERY TRUCK,2011-05-03,6402
30885,REGULAR AIR,2010-06-22,6403
30887,REGULAR AIR,2010-07-07,6404
31233,REGULAR AIR,2011-09-28,6405
31233,REGULAR AIR,2011-09-26,6406
31233,REGULAR AIR,2011-10-03,6407
31461,REGULAR AIR,2011-06-29,6408
31524,DELIVERY TRUCK,2011-06-28,6409
31590,REGULAR AIR,2010-06-06,6410
31590,REGULAR AIR,2010-06-07,6411
31619,REGULAR AIR,2009-09-24,6412
31619,REGULAR AIR,2009-09-19,6413
31715,REGULAR AIR,2009-01-10,6414
31715,REGULAR AIR,2009-01-09,6415
32099,REGULAR AIR,2010-05-05,6416
32129,REGULAR AIR,2011-07-03,6417
32129,DELIVERY TRUCK,2011-07-04,6418
32291,REGULAR AIR,2009-11-05,6419
32291,REGULAR AIR,2009-11-06,6420
32902,DELIVERY TRUCK,2012-03-05,6421
32902,REGULAR AIR,2012-03-05,6422
32932,REGULAR AIR,2010-01-13,6423
33095,REGULAR AIR,2009-02-17,6424
33095,REGULAR AIR,2009-02-16,6425
33126,EXPRESS AIR,2011-11-13,6426
33126,REGULAR AIR,2011-11-14,6427
33222,REGULAR AIR,2012-06-21,6428
33222,DELIVERY TRUCK,2012-06-20,6429
33317,REGULAR AIR,2009-05-13,6430
33317,REGULAR AIR,2009-05-12,6431
33317,REGULAR AIR,2009-05-11,6432
33445,DELIVERY TRUCK,2012-08-07,6433
33445,REGULAR AIR,2012-08-04,6434
33604,REGULAR AIR,2011-08-20,6435
33696,REGULAR AIR,2009-05-09,6436
33702,EXPRESS AIR,2012-09-03,6437
33923,REGULAR AIR,2009-01-11,6438
33924,DELIVERY TRUCK,2012-10-20,6439
33987,REGULAR AIR,2011-10-26,6440
34243,REGULAR AIR,2011-02-13,6441
34243,EXPRESS AIR,2011-02-12,6442
34279,DELIVERY TRUCK,2012-03-30,6443
34406,REGULAR AIR,2012-09-29,6444
34597,EXPRESS AIR,2010-12-18,6445
34980,REGULAR AIR,2010-08-04,6446
34980,EXPRESS AIR,2010-08-04,6447
35361,EXPRESS AIR,2009-04-07,6448
35361,REGULAR AIR,2009-04-07,6449
35587,REGULAR AIR,2011-11-11,6450
35780,REGULAR AIR,2011-01-19,6451
35814,REGULAR AIR,2012-03-28,6452
35938,DELIVERY TRUCK,2012-11-19,6453
35938,REGULAR AIR,2012-11-18,6454
35968,REGULAR AIR,2012-03-05,6455
36033,EXPRESS AIR,2009-12-19,6456
36067,EXPRESS AIR,2009-07-06,6457
36160,EXPRESS AIR,2012-11-29,6458
36196,REGULAR AIR,2011-08-08,6459
36356,DELIVERY TRUCK,2011-12-27,6460
36356,REGULAR AIR,2011-12-27,6461
36647,REGULAR AIR,2009-07-01,6462
36647,REGULAR AIR,2009-07-03,6463
36832,REGULAR AIR,2012-06-08,6464
36832,EXPRESS AIR,2012-06-06,6465
36836,REGULAR AIR,2010-03-01,6466
36867,EXPRESS AIR,2009-09-07,6467
36867,REGULAR AIR,2009-09-07,6468
37250,REGULAR AIR,2010-01-15,6469
37473,REGULAR AIR,2009-10-05,6470
37505,REGULAR AIR,2011-06-05,6471
37505,EXPRESS AIR,2011-06-05,6472
37505,REGULAR AIR,2011-06-08,6473
37537,DELIVERY TRUCK,2009-01-02,6474
37537,DELIVERY TRUCK,2009-01-04,6475
37537,REGULAR AIR,2009-01-09,6476
37606,EXPRESS AIR,2010-02-23,6477
37606,REGULAR AIR,2010-02-24,6478
37668,REGULAR AIR,2010-01-08,6479
37830,EXPRESS AIR,2009-08-18,6480
37957,REGULAR AIR,2010-11-06,6481
38406,DELIVERY TRUCK,2010-12-03,6482
38594,REGULAR AIR,2009-12-02,6483
38657,REGULAR AIR,2010-05-29,6484
38850,DELIVERY TRUCK,2010-05-01,6485
38913,REGULAR AIR,2009-09-06,6486
38948,REGULAR AIR,2011-06-06,6487
38948,EXPRESS AIR,2011-06-06,6488
39041,EXPRESS AIR,2011-10-26,6489
39041,REGULAR AIR,2011-10-28,6490
39136,REGULAR AIR,2009-06-26,6491
39232,REGULAR AIR,2011-07-14,6492
39232,REGULAR AIR,2011-07-17,6493
39617,REGULAR AIR,2011-12-19,6494
39649,EXPRESS AIR,2009-10-20,6495
39649,REGULAR AIR,2009-10-21,6496
39654,EXPRESS AIR,2012-10-01,6497
39808,REGULAR AIR,2012-09-09,6498
39808,REGULAR AIR,2012-09-06,6499
39841,REGULAR AIR,2010-01-03,6500
39847,REGULAR AIR,2010-04-05,6501
39847,REGULAR AIR,2010-04-06,6502
39907,REGULAR AIR,2010-09-07,6503
40068,DELIVERY TRUCK,2010-04-22,6504
40068,REGULAR AIR,2010-04-24,6505
40068,DELIVERY TRUCK,2010-04-20,6506
40420,REGULAR AIR,2011-01-12,6507
40485,REGULAR AIR,2009-12-27,6508
40485,REGULAR AIR,2009-12-28,6509
40998,REGULAR AIR,2009-05-03,6510
40998,REGULAR AIR,2009-05-04,6511
41091,EXPRESS AIR,2009-05-25,6512
41152,REGULAR AIR,2011-09-04,6513
41152,REGULAR AIR,2011-09-05,6514
41157,REGULAR AIR,2011-04-18,6515
41349,EXPRESS AIR,2011-12-18,6516
41349,EXPRESS AIR,2011-12-19,6517
41349,REGULAR AIR,2011-12-19,6518
41440,REGULAR AIR,2009-09-23,6519
41440,DELIVERY TRUCK,2009-09-25,6520
41539,EXPRESS AIR,2011-05-05,6521
41539,REGULAR AIR,2011-05-04,6522
41574,REGULAR AIR,2010-09-22,6523
41831,DELIVERY TRUCK,2012-07-23,6524
41831,REGULAR AIR,2012-07-22,6525
41888,REGULAR AIR,2009-03-09,6526
41888,EXPRESS AIR,2009-03-04,6527
41888,REGULAR AIR,2009-02-28,6528
